...1	file_name	total_RNAs	time	rep	condition
1055	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_27.npz	24	24hpi	rep2	WT HIV
1056	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_28.npz	28	24hpi	rep2	WT HIV
1057	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_29.npz	61	24hpi	rep2	WT HIV
1058	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_30.npz	53	24hpi	rep2	WT HIV
1059	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_31.npz	2	24hpi	rep2	WT HIV
1060	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_32.npz	13	24hpi	rep2	WT HIV
1061	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_33.npz	59	24hpi	rep2	WT HIV
1062	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_34.npz	8	24hpi	rep2	WT HIV
1063	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_35.npz	35	24hpi	rep2	WT HIV
1064	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_36.npz	44	24hpi	rep2	WT HIV
1065	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_37.npz	65	24hpi	rep2	WT HIV
1066	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_38.npz	580	24hpi	rep2	WT HIV
1067	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_39.npz	1010	24hpi	rep2	WT HIV
1068	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_40.npz	45	24hpi	rep2	WT HIV
1069	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_41.npz	7	24hpi	rep2	WT HIV
1070	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_42.npz	25	24hpi	rep2	WT HIV
1071	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_43.npz	4	24hpi	rep2	WT HIV
1072	20221218_221218_smFISH_WT_HIV_rep2_24hpi_009_results_results_cell_44.npz	18	24hpi	rep2	WT HIV
1073	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_0.npz	4	24hpi	rep2	WT HIV
1074	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_1.npz	6	24hpi	rep2	WT HIV
1075	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_2.npz	7	24hpi	rep2	WT HIV
1076	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_3.npz	7	24hpi	rep2	WT HIV
1077	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_4.npz	361	24hpi	rep2	WT HIV
1078	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_5.npz	352	24hpi	rep2	WT HIV
1079	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_6.npz	10	24hpi	rep2	WT HIV
1080	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_7.npz	11	24hpi	rep2	WT HIV
1081	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_8.npz	5	24hpi	rep2	WT HIV
1082	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_9.npz	107	24hpi	rep2	WT HIV
1083	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_10.npz	1449	24hpi	rep2	WT HIV
1084	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_11.npz	2	24hpi	rep2	WT HIV
1085	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_12.npz	34	24hpi	rep2	WT HIV
1086	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_13.npz	437	24hpi	rep2	WT HIV
1087	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_14.npz	245	24hpi	rep2	WT HIV
1088	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_15.npz	15	24hpi	rep2	WT HIV
1089	20221218_221218_smFISH_WT_HIV_rep2_24hpi_004_results_results_cell_16.npz	102	24hpi	rep2	WT HIV
1090	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_0.npz	2	24hpi	rep2	WT HIV
1091	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_1.npz	105	24hpi	rep2	WT HIV
1092	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_2.npz	764	24hpi	rep2	WT HIV
1093	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_3.npz	27	24hpi	rep2	WT HIV
1094	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_4.npz	7	24hpi	rep2	WT HIV
1095	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_5.npz	2	24hpi	rep2	WT HIV
1096	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_6.npz	9	24hpi	rep2	WT HIV
1097	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_7.npz	0	24hpi	rep2	WT HIV
1098	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_8.npz	2	24hpi	rep2	WT HIV
1099	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_9.npz	147	24hpi	rep2	WT HIV
1100	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_10.npz	1	24hpi	rep2	WT HIV
1101	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_11.npz	1	24hpi	rep2	WT HIV
1102	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_12.npz	1	24hpi	rep2	WT HIV
1103	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_13.npz	1	24hpi	rep2	WT HIV
1104	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_14.npz	1	24hpi	rep2	WT HIV
1105	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_15.npz	11	24hpi	rep2	WT HIV
1106	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_16.npz	15	24hpi	rep2	WT HIV
1107	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_17.npz	2024	24hpi	rep2	WT HIV
1108	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_18.npz	1286	24hpi	rep2	WT HIV
1109	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_19.npz	2	24hpi	rep2	WT HIV
1110	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_20.npz	0	24hpi	rep2	WT HIV
1111	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_21.npz	132	24hpi	rep2	WT HIV
1112	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_22.npz	2	24hpi	rep2	WT HIV
1113	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_23.npz	0	24hpi	rep2	WT HIV
1114	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_24.npz	13	24hpi	rep2	WT HIV
1115	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_25.npz	2	24hpi	rep2	WT HIV
1116	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_26.npz	2	24hpi	rep2	WT HIV
1117	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_27.npz	9	24hpi	rep2	WT HIV
1118	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_28.npz	4	24hpi	rep2	WT HIV
1119	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_29.npz	2596	24hpi	rep2	WT HIV
1120	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_30.npz	2	24hpi	rep2	WT HIV
1121	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_31.npz	0	24hpi	rep2	WT HIV
1122	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_32.npz	4	24hpi	rep2	WT HIV
1123	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_33.npz	6	24hpi	rep2	WT HIV
1124	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_34.npz	50	24hpi	rep2	WT HIV
1125	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_35.npz	31	24hpi	rep2	WT HIV
1126	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_36.npz	1	24hpi	rep2	WT HIV
1127	20221218_221218_smFISH_WT_HIV_rep2_24hpi_005_results_results_cell_37.npz	7	24hpi	rep2	WT HIV
1128	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_0.npz	3	24hpi	rep2	WT HIV
1129	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_1.npz	13	24hpi	rep2	WT HIV
1130	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_2.npz	45	24hpi	rep2	WT HIV
1131	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_3.npz	61	24hpi	rep2	WT HIV
1132	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_4.npz	41	24hpi	rep2	WT HIV
1133	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_5.npz	5	24hpi	rep2	WT HIV
1134	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_6.npz	1	24hpi	rep2	WT HIV
1135	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_7.npz	10	24hpi	rep2	WT HIV
1136	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_8.npz	7	24hpi	rep2	WT HIV
1137	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_9.npz	7	24hpi	rep2	WT HIV
1138	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_10.npz	42	24hpi	rep2	WT HIV
1139	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_11.npz	8	24hpi	rep2	WT HIV
1140	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_12.npz	59	24hpi	rep2	WT HIV
1141	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_13.npz	2	24hpi	rep2	WT HIV
1142	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_14.npz	4	24hpi	rep2	WT HIV
1143	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_15.npz	5	24hpi	rep2	WT HIV
1144	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_16.npz	6	24hpi	rep2	WT HIV
1145	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_17.npz	4	24hpi	rep2	WT HIV
1146	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_18.npz	2	24hpi	rep2	WT HIV
1147	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_19.npz	2	24hpi	rep2	WT HIV
1148	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_20.npz	2	24hpi	rep2	WT HIV
1149	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_21.npz	5	24hpi	rep2	WT HIV
1150	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_22.npz	1	24hpi	rep2	WT HIV
1151	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_23.npz	4	24hpi	rep2	WT HIV
1152	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_24.npz	8	24hpi	rep2	WT HIV
1153	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_25.npz	7	24hpi	rep2	WT HIV
1154	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_26.npz	0	24hpi	rep2	WT HIV
1155	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_27.npz	1	24hpi	rep2	WT HIV
1156	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_28.npz	1	24hpi	rep2	WT HIV
1157	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_29.npz	35	24hpi	rep2	WT HIV
1158	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_30.npz	267	24hpi	rep2	WT HIV
1159	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_31.npz	163	24hpi	rep2	WT HIV
1160	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_32.npz	245	24hpi	rep2	WT HIV
1161	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_33.npz	296	24hpi	rep2	WT HIV
1162	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_34.npz	89	24hpi	rep2	WT HIV
1163	20221218_221218_smFISH_WT_HIV_rep2_24hpi_006_results_results_cell_35.npz	0	24hpi	rep2	WT HIV
1164	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_0.npz	38	24hpi	rep2	WT HIV
1165	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_1.npz	20	24hpi	rep2	WT HIV
1166	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_2.npz	87	24hpi	rep2	WT HIV
1167	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_3.npz	7	24hpi	rep2	WT HIV
1168	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_4.npz	2	24hpi	rep2	WT HIV
1169	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_5.npz	18	24hpi	rep2	WT HIV
1170	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_6.npz	310	24hpi	rep2	WT HIV
1171	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_7.npz	6	24hpi	rep2	WT HIV
1172	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_8.npz	0	24hpi	rep2	WT HIV
1173	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_9.npz	123	24hpi	rep2	WT HIV
1174	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_10.npz	4	24hpi	rep2	WT HIV
1175	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_11.npz	6	24hpi	rep2	WT HIV
1176	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_12.npz	16	24hpi	rep2	WT HIV
1177	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_13.npz	17	24hpi	rep2	WT HIV
1178	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_14.npz	27	24hpi	rep2	WT HIV
1179	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_15.npz	248	24hpi	rep2	WT HIV
1180	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_16.npz	8	24hpi	rep2	WT HIV
1181	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_17.npz	16	24hpi	rep2	WT HIV
1182	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_18.npz	14	24hpi	rep2	WT HIV
1183	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_19.npz	1256	24hpi	rep2	WT HIV
1184	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_20.npz	469	24hpi	rep2	WT HIV
1185	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_21.npz	6	24hpi	rep2	WT HIV
1186	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_22.npz	782	24hpi	rep2	WT HIV
1187	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_23.npz	20	24hpi	rep2	WT HIV
1188	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_24.npz	106	24hpi	rep2	WT HIV
1189	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_25.npz	241	24hpi	rep2	WT HIV
1190	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_26.npz	2296	24hpi	rep2	WT HIV
1191	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_27.npz	60	24hpi	rep2	WT HIV
1192	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_28.npz	13	24hpi	rep2	WT HIV
1193	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_29.npz	20	24hpi	rep2	WT HIV
1194	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_30.npz	13	24hpi	rep2	WT HIV
1195	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_31.npz	4	24hpi	rep2	WT HIV
1196	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_32.npz	126	24hpi	rep2	WT HIV
1197	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_33.npz	12	24hpi	rep2	WT HIV
1198	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_34.npz	5	24hpi	rep2	WT HIV
1199	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_35.npz	7	24hpi	rep2	WT HIV
1200	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_36.npz	25	24hpi	rep2	WT HIV
1201	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_37.npz	5	24hpi	rep2	WT HIV
1202	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_38.npz	1077	24hpi	rep2	WT HIV
1203	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_39.npz	32	24hpi	rep2	WT HIV
1204	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_40.npz	194	24hpi	rep2	WT HIV
1205	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_41.npz	982	24hpi	rep2	WT HIV
1206	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_42.npz	2725	24hpi	rep2	WT HIV
1207	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_43.npz	65	24hpi	rep2	WT HIV
1208	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_44.npz	448	24hpi	rep2	WT HIV
1209	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_45.npz	16	24hpi	rep2	WT HIV
1210	20221218_221218_smFISH_WT_HIV_rep2_24hpi_008_results_results_cell_46.npz	10	24hpi	rep2	WT HIV
0	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_0.npz	3818	48hpi	rep3	MKRN1KO HIV
1	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_1.npz	2072	48hpi	rep3	MKRN1KO HIV
2	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_2.npz	51	48hpi	rep3	MKRN1KO HIV
3	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_3.npz	3506	48hpi	rep3	MKRN1KO HIV
4	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_4.npz	146	48hpi	rep3	MKRN1KO HIV
5	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_5.npz	16	48hpi	rep3	MKRN1KO HIV
6	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_6.npz	514	48hpi	rep3	MKRN1KO HIV
7	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_7.npz	194	48hpi	rep3	MKRN1KO HIV
8	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_010_results_results_cell_8.npz	4	48hpi	rep3	MKRN1KO HIV
9	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_0.npz	7016	48hpi	rep3	MKRN1KO HIV
10	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_1.npz	4114	48hpi	rep3	MKRN1KO HIV
11	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_2.npz	1675	48hpi	rep3	MKRN1KO HIV
12	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_3.npz	3439	48hpi	rep3	MKRN1KO HIV
13	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_4.npz	2596	48hpi	rep3	MKRN1KO HIV
14	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_5.npz	2446	48hpi	rep3	MKRN1KO HIV
15	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_6.npz	4065	48hpi	rep3	MKRN1KO HIV
16	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_7.npz	5140	48hpi	rep3	MKRN1KO HIV
17	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_8.npz	3323	48hpi	rep3	MKRN1KO HIV
18	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_9.npz	1029	48hpi	rep3	MKRN1KO HIV
19	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_10.npz	2615	48hpi	rep3	MKRN1KO HIV
20	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_11.npz	2482	48hpi	rep3	MKRN1KO HIV
21	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_12.npz	6	48hpi	rep3	MKRN1KO HIV
22	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_13.npz	117	48hpi	rep3	MKRN1KO HIV
23	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_14.npz	2227	48hpi	rep3	MKRN1KO HIV
24	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_15.npz	953	48hpi	rep3	MKRN1KO HIV
25	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_16.npz	763	48hpi	rep3	MKRN1KO HIV
26	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_17.npz	900	48hpi	rep3	MKRN1KO HIV
27	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_18.npz	1203	48hpi	rep3	MKRN1KO HIV
28	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_19.npz	2384	48hpi	rep3	MKRN1KO HIV
29	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_20.npz	1710	48hpi	rep3	MKRN1KO HIV
30	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_21.npz	1689	48hpi	rep3	MKRN1KO HIV
31	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_22.npz	1944	48hpi	rep3	MKRN1KO HIV
32	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_23.npz	72	48hpi	rep3	MKRN1KO HIV
33	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_24.npz	290	48hpi	rep3	MKRN1KO HIV
34	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_25.npz	703	48hpi	rep3	MKRN1KO HIV
35	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_26.npz	7	48hpi	rep3	MKRN1KO HIV
36	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_27.npz	1455	48hpi	rep3	MKRN1KO HIV
37	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_28.npz	688	48hpi	rep3	MKRN1KO HIV
38	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_29.npz	1498	48hpi	rep3	MKRN1KO HIV
39	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_30.npz	20	48hpi	rep3	MKRN1KO HIV
40	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_31.npz	94	48hpi	rep3	MKRN1KO HIV
41	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_32.npz	90	48hpi	rep3	MKRN1KO HIV
42	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_33.npz	255	48hpi	rep3	MKRN1KO HIV
43	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_34.npz	24	48hpi	rep3	MKRN1KO HIV
44	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_35.npz	1054	48hpi	rep3	MKRN1KO HIV
45	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_36.npz	1138	48hpi	rep3	MKRN1KO HIV
46	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_001_results_results_cell_37.npz	489	48hpi	rep3	MKRN1KO HIV
47	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_0.npz	7153	48hpi	rep3	MKRN1KO HIV
48	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_1.npz	23	48hpi	rep3	MKRN1KO HIV
49	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_2.npz	7	48hpi	rep3	MKRN1KO HIV
50	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_3.npz	70	48hpi	rep3	MKRN1KO HIV
51	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_4.npz	216	48hpi	rep3	MKRN1KO HIV
52	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_5.npz	42	48hpi	rep3	MKRN1KO HIV
53	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_6.npz	1296	48hpi	rep3	MKRN1KO HIV
54	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_7.npz	52	48hpi	rep3	MKRN1KO HIV
55	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_8.npz	8	48hpi	rep3	MKRN1KO HIV
56	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_9.npz	345	48hpi	rep3	MKRN1KO HIV
57	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_10.npz	24	48hpi	rep3	MKRN1KO HIV
58	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_11.npz	21	48hpi	rep3	MKRN1KO HIV
59	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_002_results_results_cell_12.npz	13	48hpi	rep3	MKRN1KO HIV
